,arm,p,reward,exploit0,exploit1,chosen_arm,condition,game,move,player,room
2,3.0,1.0,0.5,0.7333333333333333,0.7333333333333333,1,control,1,33,1,81
3,4.0,1.0,0.375,0.7333333333333333,0.7333333333333333,1,control,1,33,1,81
0,1.0,1.0,0.75,0.75,0.75,1,control,1,34,0,81
1,2.0,1.0,0.3333333333333333,0.75,0.75,1,control,1,34,0,81
2,3.0,1.0,0.5,0.75,0.75,1,control,1,34,0,81
3,4.0,1.0,0.375,0.75,0.75,1,control,1,34,0,81
0,1.0,1.0,0.7647058823529411,0.7647058823529411,0.7647058823529411,1,control,1,35,1,81
1,2.0,1.0,0.3333333333333333,0.7647058823529411,0.7647058823529411,1,control,1,35,1,81
2,3.0,1.0,0.5,0.7647058823529411,0.7647058823529411,1,control,1,35,1,81
3,4.0,1.0,0.375,0.7647058823529411,0.7647058823529411,1,control,1,35,1,81
0,1.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,1,control,1,36,0,81
1,2.0,1.0,0.3333333333333333,0.7777777777777777,0.7777777777777777,1,control,1,36,0,81
2,3.0,1.0,0.5,0.7777777777777778,0.7777777777777778,1,control,1,36,0,81
3,4.0,1.0,0.375,0.7777777777777778,0.7777777777777778,1,control,1,36,0,81
0,1.0,1.0,0.7894736842105263,0.7894736842105263,0.7894736842105263,1,control,1,37,1,81
1,2.0,1.0,0.3333333333333333,0.7894736842105263,0.7894736842105263,1,control,1,37,1,81
2,3.0,1.0,0.5,0.7894736842105263,0.7894736842105263,1,control,1,37,1,81
3,4.0,1.0,0.375,0.7894736842105263,0.7894736842105263,1,control,1,37,1,81
0,1.0,1.0,0.8,0.8,0.8,1,control,1,38,0,81
1,2.0,1.0,0.3333333333333333,0.8,0.8,1,control,1,38,0,81
2,3.0,1.0,0.5,0.8,0.8,1,control,1,38,0,81
3,4.0,1.0,0.375,0.8,0.8,1,control,1,38,0,81
0,1.0,1.0,0.8095238095238095,0.8095238095238095,0.8095238095238095,1,control,1,39,1,81
1,2.0,1.0,0.3333333333333333,0.8095238095238095,0.8095238095238095,1,control,1,39,1,81
2,3.0,1.0,0.5,0.8095238095238095,0.8095238095238095,1,control,1,39,1,81
3,4.0,1.0,0.375,0.8095238095238095,0.8095238095238095,1,control,1,39,1,81
,arm,p,reward,exploit0,exploit1,chosen_arm,condition,game,move,player,room
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,2,control,2,0,0,81
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,2,control,2,0,0,81
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,2,control,2,0,0,81
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,2,control,2,0,0,81
0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1,control,2,1,1,81
1,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,control,2,1,1,81
2,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1,control,2,1,1,81
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1,control,2,1,1,81
0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,2,control,2,2,0,81
1,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,control,2,2,0,81
2,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,2,control,2,2,0,81
3,4.0,1.0,0.5,0.6666666666666666,0.6666666666666666,2,control,2,2,0,81
0,1.0,1.0,0.3333333333333333,0.75,0.75,2,control,2,3,1,81
1,2.0,1.0,0.75,0.7500000000000001,0.7500000000000001,2,control,2,3,1,81
2,3.0,1.0,0.5,0.75,0.75,2,control,2,3,1,81
3,4.0,1.0,0.5,0.75,0.75,2,control,2,3,1,81
0,1.0,1.0,0.3333333333333333,0.8,0.8,2,control,2,4,0,81
1,2.0,1.0,0.8,0.8,0.8,2,control,2,4,0,81
2,3.0,1.0,0.5,0.8,0.8,2,control,2,4,0,81
3,4.0,1.0,0.5,0.8,0.8,2,control,2,4,0,81
0,1.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,2,control,2,5,1,81
1,2.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,2,control,2,5,1,81
2,3.0,1.0,0.5,0.8333333333333334,0.8333333333333334,2,control,2,5,1,81
3,4.0,1.0,0.5,0.8333333333333334,0.8333333333333334,2,control,2,5,1,81
0,1.0,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,2,control,2,6,0,81
1,2.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,2,control,2,6,0,81
2,3.0,1.0,0.5,0.8571428571428571,0.8571428571428571,2,control,2,6,0,81
3,4.0,1.0,0.5,0.8571428571428571,0.8571428571428571,2,control,2,6,0,81
0,1.0,1.0,0.3333333333333333,0.8749999999999999,0.8749999999999999,2,control,2,7,1,81
1,2.0,1.0,0.875,0.8749999999999999,0.8749999999999999,2,control,2,7,1,81
2,3.0,1.0,0.5,0.875,0.875,2,control,2,7,1,81
3,4.0,1.0,0.5,0.875,0.875,2,control,2,7,1,81
0,1.0,1.0,0.3333333333333333,0.8888888888888888,0.8888888888888888,2,control,2,8,0,81
1,2.0,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,2,control,2,8,0,81
2,3.0,1.0,0.5,0.8888888888888888,0.8888888888888888,2,control,2,8,0,81
3,4.0,1.0,0.5,0.8888888888888888,0.8888888888888888,2,control,2,8,0,81
0,1.0,1.0,0.3333333333333333,0.8999999999999999,0.8999999999999999,2,control,2,9,1,81
1,2.0,1.0,0.9,0.8999999999999999,0.8999999999999999,2,control,2,9,1,81
2,3.0,1.0,0.5,0.9,0.9,2,control,2,9,1,81
3,4.0,1.0,0.5,0.9,0.9,2,control,2,9,1,81
0,1.0,1.0,0.3333333333333333,0.909090909090909,0.909090909090909,2,control,2,10,0,81
1,2.0,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,2,control,2,10,0,81
2,3.0,1.0,0.5,0.9090909090909091,0.9090909090909091,2,control,2,10,0,81
3,4.0,1.0,0.5,0.9090909090909091,0.9090909090909091,2,control,2,10,0,81
0,1.0,1.0,0.3333333333333333,0.9166666666666665,0.9166666666666665,2,control,2,11,1,81
1,2.0,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,2,control,2,11,1,81
2,3.0,1.0,0.5,0.9166666666666666,0.9166666666666666,2,control,2,11,1,81
3,4.0,1.0,0.5,0.9166666666666666,0.9166666666666666,2,control,2,11,1,81
0,1.0,1.0,0.3333333333333333,0.9230769230769231,0.9230769230769231,2,control,2,12,0,81
1,2.0,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,2,control,2,12,0,81
2,3.0,1.0,0.5,0.9230769230769231,0.9230769230769231,2,control,2,12,0,81
3,4.0,1.0,0.5,0.9230769230769231,0.9230769230769231,2,control,2,12,0,81
0,1.0,1.0,0.3333333333333333,0.9285714285714286,0.9285714285714286,2,control,2,13,1,81
1,2.0,1.0,0.9285714285714286,0.9285714285714286,0.9285714285714286,2,control,2,13,1,81
2,3.0,1.0,0.5,0.9285714285714286,0.9285714285714286,2,control,2,13,1,81
3,4.0,1.0,0.5,0.9285714285714286,0.9285714285714286,2,control,2,13,1,81
0,1.0,1.0,0.3333333333333333,0.9333333333333333,0.9333333333333333,2,control,2,14,0,81
1,2.0,1.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,2,control,2,14,0,81
2,3.0,1.0,0.5,0.9333333333333333,0.9333333333333333,2,control,2,14,0,81
3,4.0,1.0,0.5,0.9333333333333333,0.9333333333333333,2,control,2,14,0,81
0,1.0,1.0,0.3333333333333333,0.9375,0.9375,2,control,2,15,1,81
1,2.0,1.0,0.9375,0.9375,0.9375,2,control,2,15,1,81
2,3.0,1.0,0.5,0.9375,0.9375,2,control,2,15,1,81
3,4.0,1.0,0.5,0.9375,0.9375,2,control,2,15,1,81
0,1.0,1.0,0.3333333333333333,0.9411764705882353,0.9411764705882353,2,control,2,16,0,81
1,2.0,1.0,0.9411764705882353,0.9411764705882353,0.9411764705882353,2,control,2,16,0,81
2,3.0,1.0,0.5,0.9411764705882353,0.9411764705882353,2,control,2,16,0,81
3,4.0,1.0,0.5,0.9411764705882353,0.9411764705882353,2,control,2,16,0,81
0,1.0,1.0,0.3333333333333333,0.9444444444444443,0.9444444444444443,2,control,2,17,1,81
1,2.0,1.0,0.9444444444444444,0.9444444444444443,0.9444444444444443,2,control,2,17,1,81
2,3.0,1.0,0.5,0.9444444444444444,0.9444444444444444,2,control,2,17,1,81
3,4.0,1.0,0.5,0.9444444444444444,0.9444444444444444,2,control,2,17,1,81
0,1.0,1.0,0.3333333333333333,0.9473684210526315,0.9473684210526315,2,control,2,18,0,81
1,2.0,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,2,control,2,18,0,81
2,3.0,1.0,0.5,0.9473684210526315,0.9473684210526315,2,control,2,18,0,81
3,4.0,1.0,0.5,0.9473684210526315,0.9473684210526315,2,control,2,18,0,81
0,1.0,1.0,0.3333333333333333,0.95,0.95,2,control,2,19,1,81
1,2.0,1.0,0.95,0.95,0.95,2,control,2,19,1,81
2,3.0,1.0,0.5,0.95,0.95,2,control,2,19,1,81
3,4.0,1.0,0.5,0.95,0.95,2,control,2,19,1,81
0,1.0,1.0,0.3333333333333333,0.9523809523809523,0.9523809523809523,2,control,2,20,0,81
1,2.0,1.0,0.9523809523809523,0.9523809523809523,0.9523809523809523,2,control,2,20,0,81
2,3.0,1.0,0.5,0.9523809523809523,0.9523809523809523,2,control,2,20,0,81
3,4.0,1.0,0.5,0.9523809523809523,0.9523809523809523,2,control,2,20,0,81
0,1.0,1.0,0.3333333333333333,0.9545454545454546,0.9545454545454546,2,control,2,21,1,81
1,2.0,1.0,0.9545454545454546,0.9545454545454546,0.9545454545454546,2,control,2,21,1,81
2,3.0,1.0,0.5,0.9545454545454546,0.9545454545454546,2,control,2,21,1,81
3,4.0,1.0,0.5,0.9545454545454546,0.9545454545454546,2,control,2,21,1,81
0,1.0,1.0,0.3333333333333333,0.9565217391304347,0.9565217391304347,2,control,2,22,0,81
1,2.0,1.0,0.9565217391304348,0.9565217391304348,0.9565217391304348,2,control,2,22,0,81
2,3.0,1.0,0.5,0.9565217391304348,0.9565217391304348,2,control,2,22,0,81
3,4.0,1.0,0.5,0.9565217391304348,0.9565217391304348,2,control,2,22,0,81
0,1.0,1.0,0.3333333333333333,0.9583333333333333,0.9583333333333333,2,control,2,23,1,81
1,2.0,1.0,0.9583333333333334,0.9583333333333334,0.9583333333333334,2,control,2,23,1,81
2,3.0,1.0,0.5,0.9583333333333334,0.9583333333333334,2,control,2,23,1,81
3,4.0,1.0,0.5,0.9583333333333334,0.9583333333333334,2,control,2,23,1,81
0,1.0,1.0,0.3333333333333333,0.9599999999999999,0.9599999999999999,2,control,2,24,0,81
1,2.0,1.0,0.96,0.96,0.96,2,control,2,24,0,81
2,3.0,1.0,0.5,0.96,0.96,2,control,2,24,0,81
3,4.0,1.0,0.5,0.96,0.96,2,control,2,24,0,81
0,1.0,1.0,0.3333333333333333,0.9615384615384615,0.9615384615384615,2,control,2,25,1,81
1,2.0,1.0,0.9615384615384616,0.9615384615384616,0.9615384615384616,2,control,2,25,1,81
2,3.0,1.0,0.5,0.9615384615384616,0.9615384615384616,2,control,2,25,1,81
3,4.0,1.0,0.5,0.9615384615384616,0.9615384615384616,2,control,2,25,1,81
0,1.0,1.0,0.3333333333333333,0.9629629629629629,0.9629629629629629,2,control,2,26,0,81
1,2.0,1.0,0.9629629629629629,0.9629629629629629,0.9629629629629629,2,control,2,26,0,81
2,3.0,1.0,0.5,0.9629629629629629,0.9629629629629629,2,control,2,26,0,81
3,4.0,1.0,0.5,0.9629629629629629,0.9629629629629629,2,control,2,26,0,81
0,1.0,1.0,0.3333333333333333,0.9285714285714286,0.9285714285714286,2,control,2,27,1,81
1,2.0,1.0,0.9285714285714286,0.9285714285714286,0.9285714285714286,2,control,2,27,1,81
2,3.0,1.0,0.5,0.9285714285714286,0.9285714285714286,2,control,2,27,1,81
3,4.0,1.0,0.5,0.9285714285714286,0.9285714285714286,2,control,2,27,1,81
0,1.0,1.0,0.3333333333333333,0.9310344827586206,0.9310344827586206,2,control,2,28,0,81
1,2.0,1.0,0.9310344827586207,0.9310344827586207,0.9310344827586207,2,control,2,28,0,81
2,3.0,1.0,0.5,0.9310344827586207,0.9310344827586207,2,control,2,28,0,81
3,4.0,1.0,0.5,0.9310344827586207,0.9310344827586207,2,control,2,28,0,81
0,1.0,1.0,0.3333333333333333,0.9333333333333333,0.9333333333333333,2,control,2,29,1,81
1,2.0,1.0,0.9333333333333333,0.9333333333333332,0.9333333333333332,2,control,2,29,1,81
2,3.0,1.0,0.5,0.9333333333333333,0.9333333333333333,2,control,2,29,1,81
3,4.0,1.0,0.5,0.9333333333333333,0.9333333333333333,2,control,2,29,1,81
0,1.0,1.0,0.3333333333333333,0.9032258064516128,0.9032258064516128,2,control,2,30,0,81
1,2.0,1.0,0.9032258064516129,0.9032258064516129,0.9032258064516129,2,control,2,30,0,81
2,3.0,1.0,0.5,0.9032258064516129,0.9032258064516129,2,control,2,30,0,81
3,4.0,1.0,0.5,0.9032258064516129,0.9032258064516129,2,control,2,30,0,81
0,1.0,1.0,0.3333333333333333,0.90625,0.90625,2,control,2,31,1,81
1,2.0,1.0,0.90625,0.90625,0.90625,2,control,2,31,1,81
2,3.0,1.0,0.5,0.90625,0.90625,2,control,2,31,1,81
3,4.0,1.0,0.5,0.90625,0.90625,2,control,2,31,1,81
0,1.0,1.0,0.3333333333333333,0.909090909090909,0.909090909090909,2,control,2,32,0,81
1,2.0,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,2,control,2,32,0,81
2,3.0,1.0,0.5,0.9090909090909091,0.9090909090909091,2,control,2,32,0,81
3,4.0,1.0,0.5,0.9090909090909091,0.9090909090909091,2,control,2,32,0,81
0,1.0,1.0,0.3333333333333333,0.9117647058823528,0.9117647058823528,2,control,2,33,1,81
1,2.0,1.0,0.9117647058823529,0.9117647058823528,0.9117647058823528,2,control,2,33,1,81
2,3.0,1.0,0.5,0.9117647058823529,0.9117647058823529,2,control,2,33,1,81
3,4.0,1.0,0.5,0.9117647058823529,0.9117647058823529,2,control,2,33,1,81
0,1.0,1.0,0.3333333333333333,0.9142857142857141,0.9142857142857141,2,control,2,34,0,81
1,2.0,1.0,0.9142857142857143,0.9142857142857141,0.9142857142857141,2,control,2,34,0,81
2,3.0,1.0,0.5,0.9142857142857143,0.9142857142857143,2,control,2,34,0,81
3,4.0,1.0,0.5,0.9142857142857143,0.9142857142857143,2,control,2,34,0,81
0,1.0,1.0,0.3333333333333333,0.9166666666666665,0.9166666666666665,2,control,2,35,1,81
1,2.0,1.0,0.9166666666666666,0.9166666666666667,0.9166666666666667,2,control,2,35,1,81
2,3.0,1.0,0.5,0.9166666666666666,0.9166666666666666,2,control,2,35,1,81
3,4.0,1.0,0.5,0.9166666666666666,0.9166666666666666,2,control,2,35,1,81
0,1.0,1.0,0.3333333333333333,0.9189189189189189,0.9189189189189189,2,control,2,36,0,81
1,2.0,1.0,0.918918918918919,0.918918918918919,0.918918918918919,2,control,2,36,0,81
2,3.0,1.0,0.5,0.918918918918919,0.918918918918919,2,control,2,36,0,81
3,4.0,1.0,0.5,0.918918918918919,0.918918918918919,2,control,2,36,0,81
0,1.0,1.0,0.3333333333333333,0.9210526315789472,0.9210526315789472,2,control,2,37,1,81
1,2.0,1.0,0.9210526315789473,0.9210526315789473,0.9210526315789473,2,control,2,37,1,81
2,3.0,1.0,0.5,0.9210526315789473,0.9210526315789473,2,control,2,37,1,81
3,4.0,1.0,0.5,0.9210526315789473,0.9210526315789473,2,control,2,37,1,81
0,1.0,1.0,0.3333333333333333,0.9230769230769231,0.9230769230769231,2,control,2,38,0,81
1,2.0,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,2,control,2,38,0,81
2,3.0,1.0,0.5,0.9230769230769231,0.9230769230769231,2,control,2,38,0,81
3,4.0,1.0,0.5,0.9230769230769231,0.9230769230769231,2,control,2,38,0,81
0,1.0,1.0,0.3333333333333333,0.925,0.925,2,control,2,39,1,81
1,2.0,1.0,0.925,0.925,0.925,2,control,2,39,1,81
2,3.0,1.0,0.5,0.925,0.925,2,control,2,39,1,81
3,4.0,1.0,0.5,0.925,0.925,2,control,2,39,1,81
,arm,p,reward,exploit0,exploit1,chosen_arm,condition,game,move,player,room
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,4,control,3,0,0,81
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,4,control,3,0,0,81
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,4,control,3,0,0,81
3,4.0,1.0,0.5,0.5833333333333333,0.5833333333333333,4,control,3,0,0,81
0,1.0,1.0,0.5,0.5833333333333333,0.5833333333333333,1,control,3,1,1,81
1,2.0,1.0,0.5,0.5833333333333333,0.5833333333333333,1,control,3,1,1,81
2,3.0,1.0,0.5,0.5833333333333333,0.5833333333333333,1,control,3,1,1,81
3,4.0,1.0,0.3333333333333333,0.5,0.5,1,control,3,1,1,81
0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,control,3,2,0,81
1,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,4,control,3,2,0,81
2,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,4,control,3,2,0,81
3,4.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,4,control,3,2,0,81
0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,control,3,3,1,81
1,2.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1,control,3,3,1,81
2,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1,control,3,3,1,81
3,4.0,1.0,0.25,0.6666666666666666,0.6666666666666666,1,control,3,3,1,81
0,1.0,1.0,0.75,0.7500000000000001,0.7500000000000001,1,control,3,4,0,81
1,2.0,1.0,0.5,0.75,0.75,1,control,3,4,0,81
2,3.0,1.0,0.5,0.75,0.75,1,control,3,4,0,81
3,4.0,1.0,0.25,0.75,0.75,1,control,3,4,0,81
0,1.0,1.0,0.8,0.8,0.8,1,control,3,5,1,81
1,2.0,1.0,0.5,0.8,0.8,1,control,3,5,1,81
2,3.0,1.0,0.5,0.8,0.8,1,control,3,5,1,81
3,4.0,1.0,0.25,0.8,0.8,1,control,3,5,1,81
0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,control,3,6,0,81
1,2.0,1.0,0.5,0.8333333333333334,0.8333333333333334,1,control,3,6,0,81
2,3.0,1.0,0.5,0.8333333333333334,0.8333333333333334,1,control,3,6,0,81
3,4.0,1.0,0.25,0.8333333333333334,0.8333333333333334,1,control,3,6,0,81
0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1,control,3,7,1,81
1,2.0,1.0,0.5,0.8571428571428571,0.8571428571428571,1,control,3,7,1,81
2,3.0,1.0,0.5,0.8571428571428571,0.8571428571428571,1,control,3,7,1,81
3,4.0,1.0,0.25,0.8571428571428571,0.8571428571428571,1,control,3,7,1,81
0,1.0,1.0,0.75,0.75,0.75,1,control,3,8,0,81
1,2.0,1.0,0.5,0.75,0.75,1,control,3,8,0,81
2,3.0,1.0,0.5,0.75,0.75,1,control,3,8,0,81
3,4.0,1.0,0.25,0.75,0.75,1,control,3,8,0,81
0,1.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,1,control,3,9,1,81
1,2.0,1.0,0.5,0.7777777777777778,0.7777777777777778,1,control,3,9,1,81
2,3.0,1.0,0.5,0.7777777777777778,0.7777777777777778,1,control,3,9,1,81
3,4.0,1.0,0.25,0.7777777777777778,0.7777777777777778,1,control,3,9,1,81
0,1.0,1.0,0.7,0.7,0.7,1,control,3,10,0,81
1,2.0,1.0,0.5,0.7,0.7,1,control,3,10,0,81
2,3.0,1.0,0.5,0.7,0.7,1,control,3,10,0,81
3,4.0,1.0,0.25,0.7,0.7,1,control,3,10,0,81
0,1.0,1.0,0.7272727272727273,0.7272727272727272,0.7272727272727272,2,control,3,11,1,81
1,2.0,1.0,0.5,0.7272727272727273,0.7272727272727273,2,control,3,11,1,81
2,3.0,1.0,0.5,0.7272727272727273,0.7272727272727273,2,control,3,11,1,81
3,4.0,1.0,0.25,0.7272727272727273,0.7272727272727273,2,control,3,11,1,81
0,1.0,1.0,0.7272727272727273,0.7272727272727272,0.7272727272727272,1,control,3,12,0,81
1,2.0,1.0,0.3333333333333333,0.7272727272727273,0.7272727272727273,1,control,3,12,0,81
2,3.0,1.0,0.5,0.7272727272727273,0.7272727272727273,1,control,3,12,0,81
3,4.0,1.0,0.25,0.7272727272727273,0.7272727272727273,1,control,3,12,0,81
0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,control,3,13,1,81
1,2.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,3,control,3,13,1,81
2,3.0,1.0,0.5,0.6666666666666666,0.6666666666666666,3,control,3,13,1,81
3,4.0,1.0,0.25,0.6666666666666666,0.6666666666666666,3,control,3,13,1,81
0,1.0,1.0,0.6666666666666666,0.6837606837606838,0.6837606837606838,3,control,3,14,0,81
1,2.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,3,control,3,14,0,81
2,3.0,1.0,0.6666666666666666,0.7222222222222222,0.7222222222222222,3,control,3,14,0,81
3,4.0,1.0,0.25,0.6666666666666666,0.6666666666666666,3,control,3,14,0,81
0,1.0,1.0,0.6666666666666666,0.75,0.75,3,control,3,15,1,81
1,2.0,1.0,0.3333333333333333,0.75,0.75,3,control,3,15,1,81
2,3.0,1.0,0.75,0.7666666666666667,0.7666666666666667,3,control,3,15,1,81
3,4.0,1.0,0.25,0.75,0.75,3,control,3,15,1,81
0,1.0,1.0,0.6666666666666666,0.8,0.8,3,control,3,16,0,81
1,2.0,1.0,0.3333333333333333,0.8,0.8,3,control,3,16,0,81
2,3.0,1.0,0.8,0.8,0.8,3,control,3,16,0,81
3,4.0,1.0,0.25,0.8,0.8,3,control,3,16,0,81
0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,3,control,3,17,1,81
1,2.0,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,3,control,3,17,1,81
2,3.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,3,control,3,17,1,81
3,4.0,1.0,0.25,0.8333333333333334,0.8333333333333334,3,control,3,17,1,81
0,1.0,1.0,0.6666666666666666,0.8571428571428571,0.8571428571428571,3,control,3,18,0,81
1,2.0,1.0,0.3333333333333333,0.8571428571428571,0.8571428571428571,3,control,3,18,0,81
2,3.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,3,control,3,18,0,81
3,4.0,1.0,0.25,0.8571428571428571,0.8571428571428571,3,control,3,18,0,81
0,1.0,1.0,0.6666666666666666,0.75,0.75,3,control,3,19,1,81
1,2.0,1.0,0.3333333333333333,0.75,0.75,3,control,3,19,1,81
2,3.0,1.0,0.75,0.75,0.75,3,control,3,19,1,81
3,4.0,1.0,0.25,0.75,0.75,3,control,3,19,1,81
0,1.0,1.0,0.6666666666666666,0.7777777777777777,0.7777777777777777,3,control,3,20,0,81
1,2.0,1.0,0.3333333333333333,0.7777777777777777,0.7777777777777777,3,control,3,20,0,81
2,3.0,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,3,control,3,20,0,81
3,4.0,1.0,0.25,0.7777777777777778,0.7777777777777778,3,control,3,20,0,81
0,1.0,1.0,0.6666666666666666,0.8,0.8,3,control,3,21,1,81
1,2.0,1.0,0.3333333333333333,0.8,0.8,3,control,3,21,1,81
2,3.0,1.0,0.8,0.8000000000000002,0.8000000000000002,3,control,3,21,1,81
3,4.0,1.0,0.25,0.8,0.8,3,control,3,21,1,81
0,1.0,1.0,0.6666666666666666,0.8181818181818181,0.8181818181818181,3,control,3,22,0,81
1,2.0,1.0,0.3333333333333333,0.8181818181818181,0.8181818181818181,3,control,3,22,0,81
2,3.0,1.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,3,control,3,22,0,81
3,4.0,1.0,0.25,0.8181818181818182,0.8181818181818182,3,control,3,22,0,81
0,1.0,1.0,0.6666666666666666,0.75,0.75,3,control,3,23,1,81
1,2.0,1.0,0.3333333333333333,0.75,0.75,3,control,3,23,1,81
2,3.0,1.0,0.75,0.75,0.75,3,control,3,23,1,81
3,4.0,1.0,0.25,0.75,0.75,3,control,3,23,1,81
0,1.0,1.0,0.6666666666666666,0.6923076923076923,0.6923076923076923,3,control,3,24,0,81
1,2.0,1.0,0.3333333333333333,0.6923076923076923,0.6923076923076923,3,control,3,24,0,81
2,3.0,1.0,0.6923076923076923,0.6996336996336996,0.6996336996336996,3,control,3,24,0,81
3,4.0,1.0,0.25,0.6923076923076923,0.6923076923076923,3,control,3,24,0,81
0,1.0,1.0,0.6666666666666666,0.7142857142857142,0.7142857142857142,3,control,3,25,1,81
1,2.0,1.0,0.3333333333333333,0.7142857142857142,0.7142857142857142,3,control,3,25,1,81
2,3.0,1.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,3,control,3,25,1,81
3,4.0,1.0,0.25,0.7142857142857143,0.7142857142857143,3,control,3,25,1,81
0,1.0,1.0,0.6666666666666666,0.6837606837606838,0.6837606837606838,3,control,3,26,0,81
1,2.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,3,control,3,26,0,81
2,3.0,1.0,0.6666666666666666,0.6805555555555556,0.6805555555555556,3,control,3,26,0,81
3,4.0,1.0,0.25,0.6666666666666666,0.6666666666666666,3,control,3,26,0,81
0,1.0,1.0,0.6666666666666666,0.6907051282051282,0.6907051282051282,3,control,3,27,1,81
1,2.0,1.0,0.3333333333333333,0.6875,0.6875,3,control,3,27,1,81
2,3.0,1.0,0.6875,0.6936274509803921,0.6936274509803921,3,control,3,27,1,81
3,4.0,1.0,0.25,0.6875,0.6875,3,control,3,27,1,81
0,1.0,1.0,0.6666666666666666,0.6772247360482655,0.6772247360482655,3,control,3,28,0,81
1,2.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,3,control,3,28,0,81
2,3.0,1.0,0.6470588235294118,0.6666666666666667,0.6666666666666667,3,control,3,28,0,81
