,arm,p,reward,exploit0,exploit1,chosen_arm,condition,game,move,player,room
0,1.0,0.9999999999999999,0.5,0.846153846153846,0.7999999999999999,3,partial,2,16,0,33
1,2.0,0.9999999999999999,0.6,0.8461538461538461,0.8,3,partial,2,16,0,33
2,3.0,1.0,0.8461538461538461,0.846153846153846,0.8025641025641026,3,partial,2,16,0,33
3,4.0,0.9999999999999999,0.5,0.846153846153846,0.7999999999999999,3,partial,2,16,0,33
0,1.0,0.9999999999999983,0.3333333333333331,0.816858141858141,0.8000000000000002,3,partial,2,17,1,33
1,2.0,0.9999999999999988,0.5000000000000001,0.8182417582417576,0.8000000000000002,3,partial,2,17,1,33
2,3.0,0.9999999999999987,0.7999999999999996,0.8165667665667663,0.7999999999999992,3,partial,2,17,1,33
3,4.0,0.9999999999999983,0.49999999999999994,0.820743145743145,0.8,3,partial,2,17,1,33
0,1.0,0.9999999999999999,0.5,0.8666666666666665,0.7999999999999999,3,partial,2,18,0,33
1,2.0,0.9999999999999999,0.6,0.8666666666666666,0.8,3,partial,2,18,0,33
2,3.0,0.9999999999999999,0.8666666666666666,0.8666666666666666,0.8037037037037037,3,partial,2,18,0,33
3,4.0,0.9999999999999999,0.5,0.8666666666666665,0.7999999999999999,3,partial,2,18,0,33
0,1.0,0.9999999999999976,0.3333333333333332,0.817744200244199,0.7999999999999979,3,partial,2,19,1,33
1,2.0,0.999999999999999,0.49999999999999994,0.8190964590964582,0.7999999999999997,3,partial,2,19,1,33
2,3.0,1.0,0.8000000000000003,0.8177117000646407,0.7999999999999994,3,partial,2,19,1,33
3,4.0,0.9999999999999987,0.5,0.821753154253154,0.7999999999999989,3,partial,2,19,1,33
0,1.0,0.9999999999999999,0.5,0.8823529411764703,0.7999999999999999,3,partial,2,20,0,33
1,2.0,0.9999999999999999,0.6,0.8823529411764706,0.8,3,partial,2,20,0,33
2,3.0,0.9999999999999998,0.8823529411764705,0.8823529411764705,0.8045751633986926,3,partial,2,20,0,33
3,4.0,0.9999999999999999,0.5,0.8823529411764703,0.7999999999999999,3,partial,2,20,0,33
0,1.0,0.9999999999999977,0.3333333333333329,0.8185130718954269,0.7999999999999987,3,partial,2,21,1,33
1,2.0,0.9999999999999992,0.49999999999999983,0.8194817927170863,0.7999999999999988,3,partial,2,21,1,33
2,3.0,0.9999999999999991,0.7999999999999999,0.8182662538699695,0.799999999999998,3,partial,2,21,1,33
3,4.0,0.999999999999998,0.4999999999999991,0.8224891067538137,0.7999999999999997,3,partial,2,21,1,33
0,1.0,0.9999999999999999,0.5,0.8421052631578947,0.6666666666666667,3,partial,2,22,0,33
1,2.0,0.9999999999999999,0.6,0.8421052631578947,0.6666666666666665,3,partial,2,22,0,33
2,3.0,1.0,0.8421052631578947,0.8421052631578947,0.6750208855472013,3,partial,2,22,0,33
3,4.0,0.9999999999999999,0.5,0.8421052631578947,0.6666666666666667,3,partial,2,22,0,33
0,1.0,0.9999999999999986,0.33333333333333265,0.7196637426900595,0.6666666666666634,3,partial,2,23,1,33
1,2.0,0.9999999999999998,0.5,0.720983832129343,0.6666666666666672,3,partial,2,23,1,33
2,3.0,1.0000000000000002,0.666666666666666,0.7186790505675947,0.666666666666666,3,partial,2,23,1,33
3,4.0,0.9999999999999966,0.49999999999999883,0.7315165978672171,0.6666666666666651,3,partial,2,23,1,33
0,1.0,0.9999999999999999,0.5,0.8095238095238094,0.6666666666666667,3,partial,2,24,0,33
1,2.0,0.9999999999999999,0.6,0.8095238095238094,0.6666666666666665,3,partial,2,24,0,33
2,3.0,1.0,0.8095238095238095,0.8095238095238094,0.673469387755102,3,partial,2,24,0,33
3,4.0,0.9999999999999999,0.5,0.8095238095238094,0.6666666666666667,3,partial,2,24,0,33
0,1.0,0.9999999999999983,0.33333333333333265,0.7208436271903772,0.6666666666666637,3,partial,2,25,1,33
1,2.0,1.0000000000000002,0.5000000000000001,0.7217785997971754,0.6666666666666675,3,partial,2,25,1,33
2,3.0,0.9999999999999997,0.6666666666666664,0.7194166245653649,0.666666666666665,3,partial,2,25,1,33
3,4.0,0.9999999999999958,0.4999999999999996,0.732603034125221,0.6666666666666657,3,partial,2,25,1,33
0,1.0,0.9999999999999999,0.5,0.782608695652174,0.6666666666666667,3,partial,2,26,0,33
1,2.0,0.9999999999999999,0.6,0.7826086956521738,0.6666666666666665,3,partial,2,26,0,33
2,3.0,1.0,0.7826086956521738,0.7826086956521738,0.6721877156659765,3,partial,2,26,0,33
3,4.0,0.9999999999999999,0.5,0.782608695652174,0.6666666666666667,3,partial,2,26,0,33
0,1.0,1.0000000000000002,0.33333333333333365,0.7215606539405175,0.6666666666666708,3,partial,2,27,1,33
1,2.0,1.0,0.4999999999999999,0.7222780270835192,0.6666666666666667,3,partial,2,27,1,33
2,3.0,0.9999999999999996,0.6666666666666667,0.7198616600790516,0.6666666666666669,3,partial,2,27,1,33
3,4.0,1.0000000000000013,0.4999999999999999,0.7331158099464751,0.6666666666666684,3,partial,2,27,1,33
0,1.0,0.9999999999999999,0.5,0.76,0.6666666666666667,3,partial,2,28,0,33
1,2.0,0.9999999999999999,0.6,0.7599999999999999,0.6666666666666665,3,partial,2,28,0,33
2,3.0,0.9999999999999998,0.7599999999999999,0.7599999999999999,0.671111111111111,3,partial,2,28,0,33
3,4.0,0.9999999999999999,0.5,0.76,0.6666666666666667,3,partial,2,28,0,33
0,1.0,1.000000000000004,0.33333333333333326,0.7221628492280671,0.6666666666666711,3,partial,2,29,1,33
1,2.0,1.0000000000000002,0.49999999999999967,0.7230076203989257,0.666666666666666,3,partial,2,29,1,33
2,3.0,0.9999999999999979,0.6666666666666669,0.7205564564260211,0.6666666666666663,3,partial,2,29,1,33
3,4.0,1.0000000000000022,0.5000000000000003,0.7338847304064711,0.6666666666666703,3,partial,2,29,1,33
0,1.0,0.9999999999999999,0.5,0.7407407407407407,0.5714285714285714,3,partial,2,30,0,33
1,2.0,0.9999999999999999,0.6,0.7407407407407407,0.5904761904761904,3,partial,2,30,0,33
2,3.0,1.0,0.7407407407407407,0.7407407407407407,0.5784832451499118,3,partial,2,30,0,33
3,4.0,0.9999999999999999,0.5,0.7407407407407407,0.5873015873015872,3,partial,2,30,0,33
0,1.0,1.0000000000000016,0.3333333333333334,0.639181324579874,0.5000000000000008,3,partial,2,31,1,33
1,2.0,0.9999999999999986,0.5000000000000001,0.6361119932134418,0.5277777777777769,3,partial,2,31,1,33
2,3.0,1.0000000000000042,0.5000000000000006,0.634448160535117,0.5092592592592603,3,partial,2,31,1,33
3,4.0,1.0000000000000027,0.4999999999999997,0.6626884883768938,0.527777777777778,3,partial,2,31,1,33
0,1.0,0.9999999999999999,0.5,0.7241379310344828,0.49999999999999994,3,partial,2,32,0,33
1,2.0,0.9999999999999999,0.6,0.7241379310344827,0.5333333333333332,3,partial,2,32,0,33
2,3.0,1.0,0.7241379310344827,0.7241379310344827,0.5134099616858238,3,partial,2,32,0,33
3,4.0,0.9999999999999999,0.5,0.7241379310344828,0.5277777777777777,3,partial,2,32,0,33
0,1.0,1.0000000000000016,0.3333333333333333,0.623731588621643,0.5000000000000008,3,partial,2,33,1,33
1,2.0,0.9999999999999994,0.4999999999999996,0.6187977495323825,0.5277777777777767,3,partial,2,33,1,33
2,3.0,1.000000000000002,0.44444444444444425,0.6177304606588361,0.500000000000001,3,partial,2,33,1,33
3,4.0,1.0000000000000007,0.5,0.6490754667991055,0.5277777777777787,3,partial,2,33,1,33
0,1.0,0.9999999999999999,0.5,0.6774193548387096,0.49999999999999994,3,partial,2,34,0,33
1,2.0,0.9999999999999999,0.6,0.6774193548387096,0.5333333333333332,3,partial,2,34,0,33
2,3.0,0.9999999999999998,0.6774193548387095,0.6774193548387095,0.4999999999999999,3,partial,2,34,0,33
3,4.0,0.9999999999999999,0.5,0.6774193548387096,0.5277777777777777,3,partial,2,34,0,33
0,1.0,0.9999999999999984,0.33333333333333354,0.6116872421372598,0.4999999999999992,3,partial,2,35,1,33
1,2.0,1.000000000000001,0.5,0.6044037865269188,0.5277777777777778,3,partial,2,35,1,33
2,3.0,1.0000000000000004,0.3636363636363632,0.6040931709120996,0.5000000000000002,3,partial,2,35,1,33
3,4.0,1.0000000000000002,0.4999999999999999,0.6362532543663757,0.5277777777777781,3,partial,2,35,1,33
0,1.0,0.9999999999999999,0.5,0.6666666666666667,0.49999999999999994,2,partial,2,36,0,33
1,2.0,0.9999999999999999,0.6,0.6666666666666665,0.5333333333333332,2,partial,2,36,0,33
2,3.0,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.49999999999999994,2,partial,2,36,0,33
3,4.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,2,partial,2,36,0,33
0,1.0,1.000000000000001,0.3333333333333329,0.6178691576461562,0.5000000000000006,2,partial,2,37,1,33
1,2.0,1.0000000000000013,0.4999999999999992,0.6154330468239039,0.5277777777777775,2,partial,2,37,1,33
2,3.0,0.9999999999999984,0.4166666666666663,0.609171023523415,0.4999999999999992,2,partial,2,37,1,33
3,4.0,1.0000000000000013,0.49999999999999883,0.6433254700537788,0.5277777777777773,2,partial,2,37,1,33
0,1.0,0.9999999999999999,0.5,0.7142857142857143,0.6666666666666667,2,partial,2,38,0,33
1,2.0,1.0,0.7142857142857142,0.726190476190476,0.6706349206349206,2,partial,2,38,0,33
2,3.0,0.9999999999999999,0.6666666666666666,0.7142857142857143,0.6666666666666666,2,partial,2,38,0,33
3,4.0,0.9999999999999999,0.5,0.7142857142857143,0.6666666666666667,2,partial,2,38,0,33
0,1.0,0.9999999999999989,0.333333333333333,0.7571766659700596,0.7500000000000014,2,partial,2,39,1,33
1,2.0,0.9999999999999993,0.7500000000000001,0.7577201219969295,0.7499999999999996,2,partial,2,39,1,33
2,3.0,0.9999999999999994,0.4166666666666665,0.7555259922690004,0.7500000000000004,2,partial,2,39,1,33
3,4.0,0.9999999999999991,0.4999999999999995,0.7669976838060943,0.7499999999999999,2,partial,2,39,1,33
,arm,p,reward,exploit0,exploit1,chosen_arm,condition,game,move,player,room
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,1,partial,4,0,0,6
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,1,partial,4,0,0,6
2,3.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,1,partial,4,0,0,6
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,1,partial,4,0,0,6
0,1.0,1.0,0.49999999999999994,0.5833333333333334,0.5277777777777777,1,partial,4,1,1,6
1,2.0,1.0,0.49999999999999994,0.625,0.5277777777777778,1,partial,4,1,1,6
2,3.0,1.0,0.49999999999999994,0.625,0.5277777777777778,1,partial,4,1,1,6
3,4.0,1.0,0.49999999999999994,0.625,0.5277777777777778,1,partial,4,1,1,6
0,1.0,1.0,0.75,0.75,0.6736111111111112,1,partial,4,2,0,6
1,2.0,0.9999999999999999,0.5,0.75,0.6666666666666667,1,partial,4,2,0,6
2,3.0,0.9999999999999999,0.5,0.75,0.6666666666666667,1,partial,4,2,0,6
3,4.0,0.9999999999999999,0.5,0.75,0.6666666666666667,1,partial,4,2,0,6
0,1.0,1.0,0.6666666666666666,0.6833333333333333,0.6666666666666666,1,partial,4,3,1,6
1,2.0,1.0,0.49999999999999994,0.7083333333333333,0.6666666666666665,1,partial,4,3,1,6
2,3.0,1.0,0.49999999999999994,0.7083333333333333,0.6666666666666665,1,partial,4,3,1,6
3,4.0,1.0,0.49999999999999994,0.7083333333333333,0.6666666666666665,1,partial,4,3,1,6
0,1.0,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,partial,4,4,0,6
1,2.0,0.9999999999999999,0.5,0.6666666666666667,0.6666666666666667,1,partial,4,4,0,6
2,3.0,0.9999999999999999,0.5,0.6666666666666667,0.6666666666666667,1,partial,4,4,0,6
3,4.0,0.9999999999999999,0.5,0.6666666666666667,0.6666666666666667,1,partial,4,4,0,6
0,1.0,0.9999999999999999,0.6666666666666666,0.6904761904761906,0.6666666666666665,1,partial,4,5,1,6
1,2.0,1.0,0.5,0.7166666666666668,0.6666666666666667,1,partial,4,5,1,6
2,3.0,1.0,0.5,0.7166666666666668,0.6666666666666667,1,partial,4,5,1,6
3,4.0,1.0,0.5,0.7166666666666668,0.6666666666666667,1,partial,4,5,1,6
0,1.0,1.0,0.75,0.75,0.6736111111111112,1,partial,4,6,0,6
1,2.0,0.9999999999999999,0.5,0.75,0.6666666666666667,1,partial,4,6,0,6
2,3.0,0.9999999999999999,0.5,0.75,0.6666666666666667,1,partial,4,6,0,6
3,4.0,0.9999999999999999,0.5,0.75,0.6666666666666667,1,partial,4,6,0,6
0,1.0,1.0,0.6666666666666666,0.6944444444444443,0.6666666666666666,1,partial,4,7,1,6
1,2.0,1.0,0.49999999999999994,0.7202380952380953,0.6666666666666667,1,partial,4,7,1,6
2,3.0,1.0,0.49999999999999994,0.7202380952380953,0.6666666666666667,1,partial,4,7,1,6
3,4.0,1.0,0.49999999999999994,0.7202380952380953,0.6666666666666667,1,partial,4,7,1,6
0,1.0,1.0,0.8,0.8,0.6777777777777778,1,partial,4,8,0,6
1,2.0,0.9999999999999999,0.5,0.7999999999999999,0.6666666666666667,1,partial,4,8,0,6
2,3.0,0.9999999999999999,0.5,0.7999999999999999,0.6666666666666667,1,partial,4,8,0,6
3,4.0,0.9999999999999999,0.5,0.7999999999999999,0.6666666666666667,1,partial,4,8,0,6
0,1.0,1.0,0.6666666666666667,0.6969696969696972,0.6666666666666669,1,partial,4,9,1,6
1,2.0,0.9999999999999999,0.5000000000000001,0.7242424242424245,0.6666666666666667,1,partial,4,9,1,6
2,3.0,0.9999999999999999,0.5000000000000001,0.7242424242424245,0.6666666666666667,1,partial,4,9,1,6
3,4.0,0.9999999999999999,0.5000000000000001,0.7242424242424245,0.6666666666666667,1,partial,4,9,1,6
0,1.0,1.0,0.75,0.75,0.6736111111111112,1,partial,4,10,0,6
1,2.0,0.9999999999999999,0.5,0.75,0.6666666666666667,1,partial,4,10,0,6
2,3.0,0.9999999999999999,0.5,0.75,0.6666666666666667,1,partial,4,10,0,6
3,4.0,0.9999999999999999,0.5,0.75,0.6666666666666667,1,partial,4,10,0,6
0,1.0,1.0000000000000002,0.6666666666666667,0.6987179487179489,0.6666666666666667,1,partial,4,11,1,6
1,2.0,1.0,0.5,0.7262043512043511,0.6666666666666667,1,partial,4,11,1,6
2,3.0,1.0,0.5,0.7262043512043511,0.6666666666666667,1,partial,4,11,1,6
3,4.0,1.0,0.5,0.7262043512043511,0.6666666666666667,1,partial,4,11,1,6
0,1.0,1.0,0.7142857142857142,0.7142857142857142,0.6706349206349206,1,partial,4,12,0,6
1,2.0,0.9999999999999999,0.5,0.7142857142857143,0.6666666666666667,1,partial,4,12,0,6
2,3.0,0.9999999999999999,0.5,0.7142857142857143,0.6666666666666667,1,partial,4,12,0,6
3,4.0,0.9999999999999999,0.5,0.7142857142857143,0.6666666666666667,1,partial,4,12,0,6
0,1.0,0.9999999999999997,0.6666666666666669,0.6999999999999998,0.6666666666666665,1,partial,4,13,1,6
1,2.0,1.0000000000000002,0.5,0.7272893772893771,0.6666666666666663,1,partial,4,13,1,6
2,3.0,1.0000000000000002,0.5,0.7272893772893771,0.6666666666666663,1,partial,4,13,1,6
3,4.0,1.0000000000000002,0.5,0.7272893772893771,0.6666666666666663,1,partial,4,13,1,6
0,1.0,0.9999999999999999,0.6875,0.6875,0.6684027777777777,4,partial,4,14,0,6
1,2.0,0.9999999999999999,0.5,0.6875,0.6666666666666667,4,partial,4,14,0,6
2,3.0,0.9999999999999999,0.5,0.6875,0.6666666666666667,4,partial,4,14,0,6
3,4.0,0.9999999999999999,0.5,0.6875,0.6666666666666667,4,partial,4,14,0,6
0,1.0,0.9999999999999996,0.6666666666666666,0.72875816993464,0.6666666666666664,1,partial,4,15,1,6
1,2.0,0.999999999999999,0.5,0.7419642857142847,0.6666666666666671,1,partial,4,15,1,6
2,3.0,0.999999999999999,0.5,0.7419642857142847,0.6666666666666671,1,partial,4,15,1,6
3,4.0,1.0000000000000002,0.5,0.7325396825396823,0.6666666666666667,1,partial,4,15,1,6
0,1.0,1.0,0.7058823529411764,0.7058823529411764,0.6699346405228758,3,partial,4,16,0,6
1,2.0,0.9999999999999999,0.5,0.7058823529411765,0.6666666666666667,3,partial,4,16,0,6
2,3.0,0.9999999999999999,0.5,0.7058823529411765,0.6666666666666667,3,partial,4,16,0,6
3,4.0,1.0,0.3333333333333333,0.7058823529411764,0.6666666666666666,3,partial,4,16,0,6
0,1.0,0.9999999999999992,0.666666666666666,0.74264705882353,0.6666666666666677,2,partial,4,17,1,6
1,2.0,1.0000000000000018,0.4999999999999996,0.7463235294117644,0.6666666666666659,2,partial,4,17,1,6
2,3.0,0.9999999999999993,0.4999999999999999,0.7520969498910673,0.6666666666666671,2,partial,4,17,1,6
3,4.0,0.9999999999999993,0.4999999999999999,0.7520969498910673,0.666666666666667,2,partial,4,17,1,6
0,1.0,1.0,0.7058823529411764,0.7058823529411764,0.6699346405228758,3,partial,4,18,0,6
1,2.0,0.9999999999999999,0.6666666666666666,0.7352941176470588,0.6666666666666666,3,partial,4,18,0,6
2,3.0,0.9999999999999999,0.6666666666666666,0.7352941176470588,0.6666666666666666,3,partial,4,18,0,6
3,4.0,1.0,0.3333333333333333,0.7058823529411764,0.6666666666666666,3,partial,4,18,0,6
0,1.0,0.9999999999999978,0.6666666666666654,0.7593954248366017,0.6666666666666716,3,partial,4,19,1,6
1,2.0,1.0,0.5000000000000006,0.7662037037037048,0.6666666666666689,3,partial,4,19,1,6
2,3.0,1.0000000000000018,0.5000000000000004,0.7634456699346418,0.666666666666667,3,partial,4,19,1,6
3,4.0,1.0,0.5000000000000008,0.766203703703705,0.6666666666666687,3,partial,4,19,1,6
0,1.0,1.0,0.7058823529411764,0.8,0.6862745098039216,3,partial,4,20,0,6
1,2.0,0.9999999999999999,0.6666666666666666,0.8,0.6666666666666666,3,partial,4,20,0,6
2,3.0,1.0,0.8,0.8078431372549021,0.6888888888888889,3,partial,4,20,0,6
3,4.0,1.0,0.3333333333333333,0.8,0.6666666666666666,3,partial,4,20,0,6
0,1.0,0.999999999999999,0.6666666666666656,0.7901143790849666,0.6851851851851848,3,partial,4,21,1,6
1,2.0,1.0000000000000024,0.5000000000000001,0.7973910675381265,0.6666666666666667,3,partial,4,21,1,6
2,3.0,1.0000000000000027,0.6666666666666674,0.7950871459694961,0.6851851851851868,3,partial,4,21,1,6
3,4.0,1.0000000000000024,0.5000000000000001,0.7973910675381264,0.6666666666666669,3,partial,4,21,1,6
0,1.0,1.0,0.7058823529411764,0.8571428571428571,0.6862745098039216,3,partial,4,22,0,6
1,2.0,0.9999999999999999,0.6666666666666666,0.8571428571428571,0.6666666666666666,3,partial,4,22,0,6
2,3.0,0.9999999999999999,0.8571428571428571,0.8571428571428571,0.6904761904761905,3,partial,4,22,0,6
3,4.0,1.0,0.3333333333333333,0.8571428571428571,0.6666666666666666,3,partial,4,22,0,6
0,1.0,0.9999999999999976,0.6666666666666646,0.7508053221288515,0.6666666666666665,3,partial,4,23,1,6
1,2.0,0.9999999999999981,0.4999999999999996,0.7602318705259883,0.6666666666666662,3,partial,4,23,1,6
2,3.0,1.0000000000000033,0.5000000000000006,0.751225490196081,0.6666666666666675,3,partial,4,23,1,6
3,4.0,0.9999999999999982,0.49999999999999956,0.7602318705259883,0.6666666666666663,3,partial,4,23,1,6
0,1.0,1.0,0.7058823529411764,0.7058823529411764,0.6699346405228758,3,partial,4,24,0,6
1,2.0,0.9999999999999999,0.6666666666666666,0.7352941176470588,0.6666666666666666,3,partial,4,24,0,6
2,3.0,0.9999999999999999,0.6666666666666666,0.7058823529411765,0.6666666666666666,3,partial,4,24,0,6
3,4.0,1.0,0.3333333333333333,0.7058823529411764,0.6666666666666666,3,partial,4,24,0,6
0,1.0,1.0000000000000053,0.6666666666666671,0.7532582477435452,0.6666666666666721,3,partial,4,25,1,6
1,2.0,0.9999999999999991,0.4999999999999999,0.76285461406785,0.666666666666664,3,partial,4,25,1,6
2,3.0,1.0000000000000062,0.5000000000000007,0.7539475019805929,0.666666666666668,3,partial,4,25,1,6
3,4.0,0.999999999999999,0.49999999999999967,0.7628546140678503,0.6666666666666636,3,partial,4,25,1,6
0,1.0,1.0,0.7058823529411764,0.7058823529411764,0.6797385620915033,2,partial,4,26,0,6
1,2.0,0.9999999999999999,0.6666666666666666,0.7352941176470588,0.6666666666666666,2,partial,4,26,0,6
2,3.0,1.0,0.6363636363636362,0.7058823529411764,0.6666666666666665,2,partial,4,26,0,6
3,4.0,1.0,0.3333333333333333,0.7058823529411764,0.6666666666666666,2,partial,4,26,0,6
0,1.0,0.999999999999999,0.6666666666666661,0.7905119707815778,0.6851851851851859,2,partial,4,27,1,6
1,2.0,1.000000000000002,0.6666666666666671,0.7976907131539461,0.6851851851851862,2,partial,4,27,1,6
2,3.0,0.9999999999999986,0.5999999999999999,0.7902726612530545,0.666666666666667,2,partial,4,27,1,6
3,4.0,0.9999999999999998,0.4999999999999997,0.7919647219157029,0.666666666666665,2,partial,4,27,1,6
0,1.0,1.0,0.7058823529411764,0.8,0.6862745098039216,2,partial,4,28,0,6
1,2.0,1.0,0.8,0.8078431372549021,0.6888888888888889,2,partial,4,28,0,6
2,3.0,1.0,0.6363636363636362,0.8,0.6666666666666665,2,partial,4,28,0,6
3,4.0,1.0,0.3333333333333333,0.8,0.6666666666666666,2,partial,4,28,0,6
0,1.0,0.999999999999996,0.666666666666666,0.801358101321337,0.6851851851851847,2,partial,4,29,1,6
1,2.0,0.9999999999999996,0.6666666666666664,0.8052721021068378,0.6851851851851872,2,partial,4,29,1,6
2,3.0,1.0000000000000029,0.6000000000000009,0.8015240889285034,0.666666666666668,2,partial,4,29,1,6
3,4.0,1.0000000000000013,0.5000000000000006,0.806161950975678,0.6666666666666666,2,partial,4,29,1,6
0,1.0,1.0,0.7058823529411764,0.8571428571428571,0.6862745098039216,2,partial,4,30,0,6
1,2.0,0.9999999999999999,0.8571428571428571,0.8571428571428571,0.6904761904761905,2,partial,4,30,0,6
2,3.0,1.0,0.6363636363636362,0.8571428571428571,0.6666666666666665,2,partial,4,30,0,6
3,4.0,1.0,0.3333333333333333,0.8571428571428571,0.6666666666666666,2,partial,4,30,0,6
0,1.0,0.9999999999999991,0.6666666666666653,0.8081270071159796,0.6851851851851867,2,partial,4,31,1,6
1,2.0,1.0000000000000036,0.6666666666666674,0.8092315815215017,0.6851851851851904,2,partial,4,31,1,6
2,3.0,1.0000000000000098,0.6000000000000019,0.8080898062086869,0.6666666666666718,2,partial,4,31,1,6
3,4.0,0.9999999999999994,0.499999999999999,0.8110746765036033,0.6666666666666633,2,partial,4,31,1,6
0,1.0,1.0,0.7058823529411764,0.7777777777777778,0.6862745098039216,2,partial,4,32,0,6
1,2.0,1.0,0.7777777777777777,0.7790849673202614,0.6882716049382716,2,partial,4,32,0,6
2,3.0,1.0,0.6363636363636362,0.7777777777777778,0.6666666666666665,2,partial,4,32,0,6
3,4.0,1.0,0.3333333333333333,0.7777777777777777,0.6666666666666666,2,partial,4,32,0,6
0,1.0,1.0000000000000084,0.6666666666666672,0.8113213749304435,0.6851851851851951,2,partial,4,33,1,6
1,2.0,1.0000000000000067,0.6666666666666693,0.8117373808109167,0.6851851851851908,2,partial,4,33,1,6
2,3.0,1.0000000000000044,0.600000000000001,0.8116128152439426,0.666666666666672,2,partial,4,33,1,6
3,4.0,1.000000000000005,0.500000000000001,0.8149417073788016,0.6666666666666689,2,partial,4,33,1,6
0,1.0,1.0,0.7058823529411764,0.7272727272727273,0.6862745098039216,2,partial,4,34,0,6
1,2.0,1.0,0.7272727272727273,0.7379679144385027,0.6868686868686869,2,partial,4,34,0,6
2,3.0,1.0,0.6363636363636362,0.7272727272727273,0.6666666666666665,2,partial,4,34,0,6
3,4.0,1.0,0.3333333333333333,0.7272727272727272,0.6666666666666666,2,partial,4,34,0,6
0,1.0,1.0000000000000013,0.6666666666666685,0.8131526221599816,0.6851851851851825,2,partial,4,35,1,6
1,2.0,1.0000000000000007,0.6666666666666679,0.8138978417766363,0.6851851851851959,2,partial,4,35,1,6
2,3.0,1.000000000000001,0.6000000000000006,0.8131676344550695,0.6666666666666691,2,partial,4,35,1,6
3,4.0,1.0000000000000246,0.5000000000000042,0.8167159855065417,0.6666666666666812,2,partial,4,35,1,6
0,1.0,1.0,0.7058823529411764,0.7134238310708898,0.6862745098039216,2,partial,4,36,0,6
1,2.0,0.9999999999999999,0.6923076923076923,0.711700064641241,0.6858974358974359,2,partial,4,36,0,6
2,3.0,1.0,0.6363636363636362,0.7058823529411764,0.6666666666666665,2,partial,4,36,0,6
3,4.0,1.0,0.3333333333333333,0.7058823529411764,0.6666666666666666,2,partial,4,36,0,6
0,1.0,1.0000000000000009,0.6666666666666645,0.8357739074650826,0.7500000000000029,2,partial,4,37,1,6
1,2.0,1.0000000000000018,0.7499999999999992,0.8359414652613111,0.755555555555555,2,partial,4,37,1,6
2,3.0,0.9999999999999907,0.600000000000002,0.8359850244576176,0.7499999999999898,2,partial,4,37,1,6
3,4.0,0.9999999999999902,0.49999999999999606,0.8382741191765276,0.7500000000000151,2,partial,4,37,1,6
0,1.0,1.0,0.7058823529411764,0.7333333333333334,0.75,2,partial,4,38,0,6
1,2.0,0.9999999999999998,0.7333333333333332,0.7382352941176469,0.7548148148148146,2,partial,4,38,0,6
2,3.0,1.0,0.6363636363636362,0.7333333333333333,0.7499999999999999,2,partial,4,38,0,6
3,4.0,1.0,0.3333333333333333,0.7333333333333333,0.75,2,partial,4,38,0,6
0,1.0,0.999999999999996,0.6666666666666655,0.7846104583053068,0.6777777777777754,2,partial,4,39,1,6
1,2.0,1.0000000000000016,0.6000000000000005,0.7845066796143564,0.6666666666666647,2,partial,4,39,1,6
2,3.0,1.000000000000002,0.6000000000000009,0.7849053486002064,0.666666666666674,2,partial,4,39,1,6
3,4.0,0.999999999999999,0.5000000000000001,0.7893762329718167,0.666666666666672,2,partial,4,39,1,6
,arm,p,reward,exploit0,exploit1,chosen_arm,condition,game,move,player,room
0,1.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,1,partial,3,0,0,33
1,2.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,1,partial,3,0,0,33
2,3.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,1,partial,3,0,0,33
3,4.0,0.9999999999999999,0.5,0.5833333333333333,0.5277777777777777,1,partial,3,0,0,33
0,1.0,1.0,0.49999999999999994,0.5833333333333334,0.5277777777777777,2,partial,3,1,1,33
1,2.0,1.0,0.49999999999999994,0.625,0.5277777777777778,2,partial,3,1,1,33
2,3.0,1.0,0.49999999999999994,0.625,0.5277777777777778,2,partial,3,1,1,33
3,4.0,1.0,0.49999999999999994,0.625,0.5277777777777778,2,partial,3,1,1,33
0,1.0,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.537037037037037,1,partial,3,2,0,33
1,2.0,1.0,0.3333333333333333,0.6666666666666666,0.5185185185185185,1,partial,3,2,0,33
2,3.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,1,partial,3,2,0,33
3,4.0,0.9999999999999999,0.5,0.6666666666666667,0.5277777777777777,1,partial,3,2,0,33
0,1.0,0.9999999999999999,0.5,0.6499999999999999,0.5277777777777778,4,partial,3,3,1,33
1,2.0,0.9999999999999996,0.5,0.6388888888888888,0.5277777777777777,4,partial,3,3,1,33
2,3.0,1.0000000000000002,0.5000000000000001,0.6666666666666667,0.5277777777777779,4,partial,3,3,1,33
3,4.0,1.0000000000000002,0.5000000000000001,0.6666666666666667,0.5277777777777779,4,partial,3,3,1,33
